annee,boite,carrosserie,cote,energie,gouvernorat,image,kilometrage,lien,page,prix,puissance,titre,transmission,vendeur
2024,Automatique,,Aucune évaluation,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129626_max.jpeg?t=1787617532,52000,https://www.automobile.tn/fr/occasion/porsche/macan/129626,79,320000,14 cv,Porsche Macan,Traction,
2020,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129625_max.jpeg?t=1787617756,149000,https://www.automobile.tn/fr/occasion/toyota/corolla-5p/129625,79,62000,6 cv,Toyota Corolla,Traction,
2007,Manuelle,,Aucune évaluation,Diesel,Ariana,https://catalogue.automobile.tn/max/2026/08/129627_max.jpeg?t=1787676124,283000,https://www.automobile.tn/fr/occasion/kia/sportage/129627,79,28500,9 cv,KIA Sportage,Traction,
2013,Automatique,,Aucune évaluation,Essence,Sousse,https://catalogue.automobile.tn/max/2026/07/128645_max.jpeg?t=1785077689,140000,https://www.automobile.tn/fr/occasion/audi/a6/128645,79,67000,10 cv,Audi A6,Intégrale,
2022,Manuelle,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129507_max.jpeg?t=1787643059,10000,https://www.automobile.tn/fr/occasion/hyundai/i20/129507,79,65000,5 cv,Hyundai i20,Traction,
2013,Automatique,,Bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/07/128617_max.jpeg?t=1785078160,162000,https://www.automobile.tn/fr/occasion/bmw/serie-3/128617,78,55000,7 cv,BMW Série 3,Propulsion,
2017,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128634_max.jpeg?t=1787651735,180000,https://www.automobile.tn/fr/occasion/toyota/c-hr/128634,78,58000,6 cv,Toyota C-HR,Traction,
2025,Automatique,,Aucune évaluation,Hybride,Kairouan,https://catalogue.automobile.tn/max/2026/08/129634_max.jpeg?t=1787657200,18000,https://www.automobile.tn/fr/occasion/mercedes-benz/gle/129634,78,306000,15 cv,Mercedes-Benz GLE,Intégrale,
2014,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129635_max.jpeg?t=1787676095,224000,https://www.automobile.tn/fr/occasion/porsche/cayenne/129635,78,93000,23 cv,Porsche Cayenne,Traction,
2021,Manuelle,,Prix équitable,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129557_max.jpeg?t=1787540876,90000,https://www.automobile.tn/fr/occasion/hyundai/grand-i10/129557,78,36000,4 cv,Hyundai Grand i10,Traction,
2022,Automatique,,Très bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129079_max.jpeg?t=1787658418,91000,https://www.automobile.tn/fr/occasion/renault/kadjar/129079,78,58000,7 cv,Renault Kadjar,Traction,
2021,Manuelle,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129640_max.jpeg?t=1787660718,91000,https://www.automobile.tn/fr/occasion/seat/ibiza/129640,78,48500,4 cv,Seat Ibiza,Traction,
2015,Manuelle,,Prix élevé,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129477_max.jpeg?t=1787660493,82000,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/129477,78,64000,7 cv,BMW Série 1,Propulsion,
2012,Automatique,,Prix élevé,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/08/129641_max.jpeg?t=1787676047,400000,https://www.automobile.tn/fr/occasion/peugeot/508/129641,78,33000,6 cv,Peugeot 508,Traction,
2017,Manuelle,,Prix équitable,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129643_max.jpeg?t=1787676025,195000,https://www.automobile.tn/fr/occasion/volkswagen/golf-7/129643,78,55000,6 cv,Volkswagen Golf 7,Traction,
2022,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129339_max.jpeg?t=1787677577,85000,https://www.automobile.tn/fr/occasion/great-wall/h6/129339,77,85000,8 cv,GWM Haval H6,Traction,
2017,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129649_max.jpeg?t=1787689684,122000,https://www.automobile.tn/fr/occasion/kia/sportage/129649,77,72000,8 cv,KIA Sportage,Traction,
2023,Automatique,,Bon prix,Hybride,Sousse,https://catalogue.automobile.tn/max/2026/06/127812_max.jpeg?t=1782581254,69000,https://www.automobile.tn/fr/occasion/mercedes-benz/glc/127812,77,239000,15 cv,Mercedes-Benz GLC,Traction,
2022,Automatique,,Aucune évaluation,Hybride,Sousse,https://catalogue.automobile.tn/max/2026/06/127814_max.jpeg?t=1784039145,79000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-velar/127814,77,185000,19 cv,Land Rover Range Rover Velar,Intégrale,
2023,Automatique,,Aucune évaluation,Hybride,Sousse,https://catalogue.automobile.tn/max/2026/07/128022_max.jpeg?t=1783196726,59000,https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/128022,77,315000,12 cv,Mercedes-Benz GLE Coupé,Intégrale,
2007,Automatique,,Aucune évaluation,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129652_max.jpeg?t=1787689648,210000,https://www.automobile.tn/fr/occasion/renault/megane/129652,77,19000,7 cv,Renault Megane,Intégrale,
2018,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128868_max.jpeg?t=1786442656,196000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/128868,77,89000,9 cv,Mercedes-Benz Classe E,Propulsion,
2020,Automatique,,Prix élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129653_max.jpeg?t=1787695007,207000,https://www.automobile.tn/fr/occasion/audi/q3-sportback/129653,77,115000,9 cv,Audi Q3 Sportback,Traction,
2021,Automatique,,Bon prix,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/08/129027_max.jpeg?t=1786820651,82000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/129027,77,91000,8 cv,Volkswagen Golf 8,Traction,
2019,Manuelle,,Prix équitable,Essence,Ben Arous,https://catalogue.automobile.tn/max/2026/08/129562_max.jpeg?t=1787540867,126000,https://www.automobile.tn/fr/occasion/mg/zs/129562,76,52000,7 cv,MG ZS,Traction,
2019,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129657_max.jpeg?t=1787765193,175000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/129657,76,78000,7 cv,Mercedes-Benz Classe A,Traction,
2021,Manuelle,,Très bon prix,Diesel,Kasserine,https://catalogue.automobile.tn/max/2026/08/129660_max.jpeg?t=1787741853,148000,https://www.automobile.tn/fr/occasion/fiat/fiorino/129660,76,25000,5 cv,Fiat Fiorino,Traction,
2022,Automatique,,Très bon prix,Hybride,Sfax,https://catalogue.automobile.tn/max/2026/08/129661_max.jpeg?t=1787739938,104000,https://www.automobile.tn/fr/occasion/audi/q3-sportback/129661,76,119000,8 cv,Audi Q3 Sportback,Propulsion,
2024,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129664_max.jpeg?t=1787743526,22000,https://www.automobile.tn/fr/occasion/kia/stonic/129664,76,71900,5 cv,KIA Stonic,Traction,
2015,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/07/128747_max.jpeg?t=1785317134,168000,https://www.automobile.tn/fr/occasion/ford/fiesta/128747,76,33500,5 cv,Ford Fiesta,Traction,
2022,Manuelle,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/08/129666_max.jpeg?t=1787761558,179000,https://www.automobile.tn/fr/occasion/iveco/daily-fourgon/129666,76,82000,10 cv,Iveco Daily Fourgon,Traction,
2024,Automatique,,Prix équitable,Essence,Sfax,https://catalogue.automobile.tn/max/2026/08/129668_max.jpeg?t=1787747768,31000,https://www.automobile.tn/fr/occasion/mg/one/129668,76,88000,10 cv,MG One,Traction,
2021,Manuelle,,Prix très élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129670_max.jpeg?t=1787747740,69800,https://www.automobile.tn/fr/occasion/mitsubishi/attrage/129670,76,38200,4 cv,Mitsubishi Attrage,Traction,
2017,Automatique,,Prix équitable,Essence,Sfax,https://catalogue.automobile.tn/max/2026/05/126803_max.jpeg?t=1779643531,134000,https://www.automobile.tn/fr/occasion/ford/kuga/126803,76,63500,11 cv,Ford Kuga,Intégrale,
2021,Manuelle,,Bon prix,Essence,Sfax,https://catalogue.automobile.tn/max/2026/05/126553_max.jpeg?t=1785061451,50000,https://www.automobile.tn/fr/occasion/kia/stonic/126553,75,63000,4 cv,KIA Stonic,Traction,
2014,Automatique,,Bon prix,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/07/128685_max.jpeg?t=1785312841,150000,https://www.automobile.tn/fr/occasion/bmw/serie-3/128685,75,57000,7 cv,BMW Série 3,Traction,
2022,Automatique,,Prix équitable,Hybride,Nabeul,https://catalogue.automobile.tn/max/2026/08/129675_max.jpeg?t=1787755862,160000,https://www.automobile.tn/fr/occasion/volkswagen/golf-8/129675,75,73000,8 cv,Volkswagen Golf 8,Traction,
2019,Manuelle,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129220_max.jpeg?t=1787753559,49000,https://www.automobile.tn/fr/occasion/ford/ecosport/129220,75,52000,7 cv,Ford Ecosport,Traction,
2023,Manuelle,,Prix très élevé,Diesel,Sfax,https://catalogue.automobile.tn/max/2026/08/129680_max.jpeg?t=1787773781,60000,https://www.automobile.tn/fr/occasion/peugeot/landtrek-double-cabine/129680,75,90000,6 cv,Peugeot Landtrek Double Cabine,Propulsion,
2010,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129654_max.jpeg?t=1787763644,99600,https://www.automobile.tn/fr/occasion/ford/fiesta/129654,75,31000,5 cv,Ford Fiesta,Traction,
2023,Automatique,,Très bon prix,Essence,Médenine,https://catalogue.automobile.tn/max/2026/08/129415_max.jpeg?t=1787005527,28200,https://www.automobile.tn/fr/occasion/mg/gt/129415,75,65000,9 cv,MG GT,Traction,
2016,Automatique,,Prix équitable,Essence,Sousse,https://catalogue.automobile.tn/max/2026/08/129323_max.jpeg?t=1787769491,218000,https://www.automobile.tn/fr/occasion/bmw/serie-3/129323,75,59000,7 cv,BMW Série 3,Traction,
2023,Automatique,,Prix équitable,Essence,Médenine,https://catalogue.automobile.tn/max/2026/08/129351_max.jpeg?t=1787769954,64900,https://www.automobile.tn/fr/occasion/hyundai/tucson/129351,75,105000,10 cv,Hyundai Tucson,Intégrale,
2022,Automatique,,Prix élevé,Hybride,La Manouba,https://catalogue.automobile.tn/max/2026/08/129688_max.jpeg?t=1787785865,130000,https://www.automobile.tn/fr/occasion/volkswagen/tiguan/129688,74,130000,8 cv,Volkswagen Tiguan,Traction,
2011,Automatique,,Bon prix,Essence,Nabeul,https://catalogue.automobile.tn/max/2026/08/129616_max.jpeg?t=1787802446,145000,https://www.automobile.tn/fr/occasion/kia/sportage/129616,74,46200,11 cv,KIA Sportage,Intégrale,
2021,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129692_max.jpeg?t=1787822299,60000,https://www.automobile.tn/fr/occasion/geely/gx3/129692,74,49000,6 cv,Geely GX3,Traction,
2017,Manuelle,,Prix élevé,Essence,Sfax,https://catalogue.automobile.tn/max/2026/05/126961_max.jpeg?t=1780248336,190000,https://www.automobile.tn/fr/occasion/ford/focus-berline/126961,74,40000,6 cv,Ford Focus sedan,Traction,
2026,Automatique,,Aucune évaluation,Electrique,Tunis,https://catalogue.automobile.tn/max/2026/08/129632_max.jpeg?t=1787653530,1600,https://www.automobile.tn/fr/occasion/bmw/ix1/129632,74,168000,7 cv,BMW iX1,Traction,
2022,Automatique,,Aucune évaluation,Electrique,Tunis,https://catalogue.automobile.tn/max/2026/08/129633_max.jpeg?t=1787664409,69000,https://www.automobile.tn/fr/occasion/bmw/i4/129633,74,150000,7 cv,BMW i4,Traction,
2024,Automatique,,Prix très élevé,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/08/129636_max.jpeg?t=1787657139,22000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/129636,74,165000,8 cv,Mercedes-Benz Classe A,Traction,
2019,Manuelle,,Prix élevé,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/07/128565_max.jpeg?t=1784827593,154000,https://www.automobile.tn/fr/occasion/ssangyong/actyon-sports/128565,74,55000,7 cv,Ssangyong Actyon Sports,Propulsion,
2018,Automatique,,Aucune évaluation,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/07/128573_max.jpeg?t=1785585770,56000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e-coupe/128573,74,123000,10 cv,Mercedes-Benz Classe E coupé,Propulsion,
2014,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129115_max.jpeg?t=1786213628,91000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-c/129115,74,95000,8 cv,Mercedes-Benz Classe C,Traction,
2022,Automatique,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/06/127102_max.jpeg?t=1780658756,90000,https://www.automobile.tn/fr/occasion/mercedes-benz/gle-coupe/127102,73,265000,11 cv,Mercedes-Benz GLE Coupé,Intégrale,
2017,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/05/126373_max.jpeg?t=1778505923,171000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-e/126373,73,105000,9 cv,Mercedes-Benz Classe E,Propulsion,
2020,Automatique,,Très bon prix,Electrique,Tunis,https://catalogue.automobile.tn/max/2026/02/123898_max.jpeg?t=1786094295,73000,https://www.automobile.tn/fr/occasion/audi/e-tron/123898,73,95000,12 cv,Audi E-tron,Traction,
2005,Automatique,,Aucune évaluation,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/06/127635_max.jpeg?t=1782131137,290000,https://www.automobile.tn/fr/occasion/toyota/prado/127635,73,115000,12 cv,Toyota Prado,Propulsion,
2020,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/128985_max.jpeg?t=1785853556,115000,https://www.automobile.tn/fr/occasion/bmw/serie-5/128985,73,125000,10 cv,BMW Série 5,Propulsion,
2019,Automatique,,Prix très élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/03/124380_max.jpeg?t=1785583138,41000,https://www.automobile.tn/fr/occasion/porsche/macan/124380,73,260000,29 cv,Porsche Macan,Intégrale,
2015,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2025/11/120116_max.jpeg?t=1783506040,80000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-sport/120116,73,185000,43 cv,Land Rover Range Rover Sport,Intégrale,
2018,Automatique,,Aucune évaluation,Essence,Sousse,https://catalogue.automobile.tn/max/2025/12/121715_max.jpeg?t=1782545810,16500,https://www.automobile.tn/fr/occasion/porsche/macan/121715,73,205000,23 cv,Porsche Macan,Intégrale,
2025,Automatique,,Prix élevé,Essence,Tunis,https://catalogue.automobile.tn/max/2026/06/127197_max.jpeg?t=1787478091,4000,https://www.automobile.tn/fr/occasion/great-wall/jolion/127197,73,90000,9 cv,GWM Haval Jolion,Traction,
2022,Automatique,,Prix équitable,Hybride,Tunis,https://catalogue.automobile.tn/max/2026/08/129580_max.jpeg?t=1787480729,93000,https://www.automobile.tn/fr/occasion/bmw/x3/129580,73,160000,10 cv,BMW X3,Intégrale,
2022,Automatique,,Prix équitable,Electrique,Tunis,https://catalogue.automobile.tn/max/2025/12/121675_max.jpeg?t=1773487860,46000,https://www.automobile.tn/fr/occasion/mercedes-benz/eqa/121675,72,141000,6 cv,Mercedes-Benz EQA,Traction,
2016,Automatique,,Prix élevé,Diesel,Tunis,https://catalogue.automobile.tn/max/2025/05/114736_max.jpeg?t=1773485845,226000,https://www.automobile.tn/fr/occasion/bmw/x5/114736,72,114000,13 cv,BMW X5,Traction,
2011,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128569_max.jpeg?t=1784816760,175000,https://www.automobile.tn/fr/occasion/toyota/land-cruiser/128569,72,245000,22 cv,Toyota Land Cruiser,Intégrale,
2022,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128568_max.jpeg?t=1784816795,58000,https://www.automobile.tn/fr/occasion/jeep/wrangler-2021/128568,72,210000,19 cv,Jeep Wrangler,Traction,
2022,Automatique,,Très bon prix,Electrique,Tunis,https://catalogue.automobile.tn/max/2025/11/120258_max.jpeg?t=1786107825,53000,https://www.automobile.tn/fr/occasion/mercedes-benz/eqs-berline/120258,72,260000,8 cv,Mercedes-Benz EQS Berline,Propulsion,
2020,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129528_max.jpeg?t=1787318755,175000,https://www.automobile.tn/fr/occasion/great-wall/h6/129528,72,58000,9 cv,GWM Haval H6,Traction,
2023,Automatique,,Aucune évaluation,Essence,Tunis,https://catalogue.automobile.tn/max/2026/07/128566_max.jpeg?t=1787081120,58000,https://www.automobile.tn/fr/occasion/volvo/xc90/128566,72,235000,19 cv,Volvo XC90,Traction,
2020,Automatique,,Très bon prix,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/07/127934_max.jpeg?t=1782923144,94000,https://www.automobile.tn/fr/occasion/bmw/x3/127934,72,145000,8 cv,BMW X3,Propulsion,
2021,Automatique,,Très bon prix,Diesel,Tunis,https://catalogue.automobile.tn/max/2026/01/122780_max.jpeg?t=1779096397,61000,https://www.automobile.tn/fr/occasion/land-rover/discovery-sport/122780,72,178000,9 cv,Land Rover Discovery Sport,Intégrale,
2022,Automatique,,Bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2025/10/118743_max.jpeg?t=1774713899,88000,https://www.automobile.tn/fr/occasion/suzuki/jimny/118743,72,75000,6 cv,Suzuki Jimny 3 portes,Intégrale,
2012,Automatique,,Prix très élevé,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129700_max.jpeg?t=1787900128,250000,https://www.automobile.tn/fr/occasion/bmw/serie-5/129700,71,72000,15 cv,BMW Série 5,Propulsion,
2018,Automatique,,Prix élevé,Diesel,Jendouba,https://catalogue.automobile.tn/max/2026/08/129702_max.jpeg?t=1787911408,170000,https://www.automobile.tn/fr/occasion/kia/sportage/129702,71,86000,8 cv,KIA Sportage,Traction,
2023,Automatique,,Très bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129379_max.jpeg?t=1786991427,112000,https://www.automobile.tn/fr/occasion/bmw/serie-1-5p/129379,71,86500,6 cv,BMW Série 1,Traction,
2013,Automatique,,Bon prix,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129159_max.jpeg?t=1786354639,149000,https://www.automobile.tn/fr/occasion/mercedes-benz/cla/129159,71,62500,8 cv,Mercedes-Benz CLA,Traction,
2022,Automatique,,Prix équitable,Hybride,Ariana,https://catalogue.automobile.tn/max/2026/08/129703_max.jpeg?t=1787837648,50000,https://www.automobile.tn/fr/occasion/kia/sportage/129703,71,145000,10 cv,KIA Sportage,Intégrale,
2019,Automatique,,Prix équitable,Diesel,Monastir,https://catalogue.automobile.tn/max/2026/08/129704_max.jpeg?t=1787900122,98000,https://www.automobile.tn/fr/occasion/land-rover/range-rover-evoque/129704,71,170000,15 cv,Land Rover Range Rover Evoque,Intégrale,
2020,Automatique,,Très bon prix,Diesel,Sousse,https://catalogue.automobile.tn/max/2026/08/129073_max.jpeg?t=1786051544,123000,https://www.automobile.tn/fr/occasion/mercedes-benz/classe-a/129073,71,85000,6 cv,Mercedes-Benz Classe A,Traction,
2020,Automatique,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129549_max.jpeg?t=1787843965,130000,https://www.automobile.tn/fr/occasion/mg/zs/129549,71,58000,7 cv,MG ZS,Traction,
2019,Automatique,,Très bon prix,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129706_max.jpeg?t=1787911381,114000,https://www.automobile.tn/fr/occasion/ford/ecosport/129706,71,45000,7 cv,Ford Ecosport,Traction,
2021,Manuelle,,Prix équitable,Essence,Ariana,https://catalogue.automobile.tn/max/2026/08/129609_max.jpeg?t=1787850877,58000,https://www.automobile.tn/fr/occasion/mahindra/kuv-100/129609,71,32000,5 cv,Mahindra KUV 100,Traction,
2021,Manuelle,,Prix équitable,Essence,Tunis,https://catalogue.automobile.tn/max/2026/08/129715_max.jpeg?t=1787911281,59500,https://www.automobile.tn/fr/occasion/kia/picanto/129715,70,38800,4 cv,KIA Picanto,Traction,
